ID,Site Name,Forest,County,"Elevation(Feet)",Latitude,Longitude,"Township,Range,Section,Meridian",USGS 7.5 min. map,Photographer,Taken On,imgOriginal,imgRecreated
832,Spanish Pk,Ochoco,"Wheeler, OR",6871,44.407065,119.775145,T13S_R25E_S30_WM,"Antone, OR",G.B.C.,10/19/1934,,
833,Sparkplug Mtn,Snoqualmie,"King, WA",6311,47.659115,121.155335,T25N_R13E_S20_WM,"Scenic, WA",R.L.C.,8/9/1934,,
834,Sparta Bu,Whitman,"Baker, OR",4944,44.885665,117.332838,T8S_R44E_S9_WM,"Sparta Butte, OR",ARNST,9/9/1935,,
835,Spencer Bu,Gifford Pinchot,"Skamania, WA",4247,46.16053,121.941185,T8N_R7E_S21_WM,"Spencer Butte, WA",ALBRIGHT,1/1/1929,,
836,Spion Copp,Malheur,"Grant, OR",5603,44.205345,118.877999,T16S_R32E_S9_WM,"Seneca, OR",_,6/20/1938,,
837,Spout Spr,Umatilla,"Union, OR",5448,45.755755,118.043361,T3N_R38E_S10_WM,"Tollgate, OR",ARNST,7/31/1935,,
838,Spring Bu,Deschutes,"Klamath, OR",5462,43.52342,121.347941,T24S_R11E_S1_WM,"Spring Butte, OR",COOPER-RITTENHOUSE,6/22/1933,,
839,Square Top,Siuslaw,"Tillamook, OR",2115,45.29762,123.634623,T3S_R8W_S23_WM,"Blaine, OR",_,5/28/1937,,
840,Squaw Bu,Fremont,"Lake, OR",7249,42.25842,120.244455,T38S_R21E_S21_WM,"Crook Peak, OR",_,8/14/1936,,
841,Squaw Mtn,Mt. Hood,"Clackamas, OR",4771,45.23015,122.040742,T4S_R6E_S11_WM,"Three Lynx, OR",MOE-ARNST,10/26/1933,,
842,Stafford Cr,Wenatchee,"Kittitas, WA",3784,47.35776,120.843297,T22N_R16E_S33_WM,"Red Top Mountain, WA",R.L.C.,8/28/1934,,
843,Stampede Pass,Snoqualmie,"King, WA",4010,47.271315,121.338658,T21N_R12E_S34_WM,"Stampede Pass, WA",J.D.R.,8/9/1934,,
844,Stanley,Wallowa,"Wallowa, OR",7260,45.381571,117.574861,T2S_R42E_S16_WM,"Fox Point, OR",ARNST,8/22/1935,,
845,Station,Willamette,"Lane, OR",1683,43.8992,122.611686,T19S_R2E_S19_WM,"Saddleblanket Mountain, OR",_,11/3/1936,,
846,Steamboat,Gifford Pinchot,"Skamania, WA",5424,46.13791,121.727446,T8N_R9E_S31_WM,"Steamboat Mountain, WA",_,1/1/1929,,
847,Steamboat Pt,Umpqua,"Douglas, OR",1721,43.344435,122.728855,T25.5S_R1E_S33_WM,"Steamboat, OR",MOE,8/19/1933,,
848,Stein Bu,Rogue River,"Jackson, OR",4400,42.01556,123.101518,T41S_R3W_S7_WM,"Squaw Lakes, OR",RITTENHOUSE,5/2/1934,,
849,Steliko Pk,Wenatchee,"Chelan, WA",2586,47.74018,120.343541,T26N_R20E_S20_WM,"Ardenvoir, WA",G.B.C.,8/26/1934,,
850,Stella Mtn,Rogue River,"Jackson, OR",4715,42.937335,122.434255,T30S_R3E_S26_WM,"Union Creek, OR",SARLIN,7/22/1933,,
851,Steve Pk,Rogue River,"Josephine, OR",5866,42.07098,123.256588,T40S_R5W_S23_WM,"Grayback Mountain, OR",ARNST-SARLIN,7/12/1933,,
852,Stevens Pass,Snoqualmie,"Chelan, WA",4100,47.747119,121.089583,T26N_R13E_S14_WM,"Stevens Pass, WA",R.L.C.,8/15/1934,,
853,Stevenson,Gifford Pinchot,"Skamania, WA",103,45.694945,121.882205,T3N_R7E_S36_WM,"Bonneville Dam, WA",W.B.O.,6/13/1929,,
854,Stevenson Mtn,Ochoco,"Jefferson, OR",5795,44.589834,120.501704,T11S_R19E_S30_WM,"Stephenson Mountain, OR",_,7/15/1937,,
855,Stiletto Pk,Chelan,"Okanogan, WA",7660,48.4836,120.666533,T34N_R17E_S1_WM,"McAlester Mountain, WA",G.B.C.,9/9/1934,,
856,Stoney,Siuslaw,"Lane, OR",1913,43.924475,123.492512,T19S_R7W_S11_WM,"High Point, OR",W.B.O.,7/25/1940,,
857,Stormy Mtn,Wenatchee,"Chelan, WA",7198,47.897715,120.35174,T28N_R20E_S29_WM,"Stormy Mountain, WA",R.R.S.,9/14/1934,,
858,Strawberry,Fremont,"Lake, OR",6039,42.092365,120.869824,T40S_R16E_S19_WM,"Strawberry Butte, OR",ARNST,5/17/1934,,
859,Strawberry,Colville,"Okanogan, WA",4742,48.840815,119.035336,T39N_R30E_S33_WM,"Mount Bonaparte, WA",COOPER,7/21/1936,,
860,Strawberry,Gifford Pinchot,"Skamania, WA",5464,46.340045,122.045508,T10N_R6E_S22_WM,"Spirit Lake East, WA",_,8/16/1936,,
861,Strawberry Mtn,Malheur,"Grant, OR",9038,44.31232,118.716669,T14S_R33E_S35_WM,"Strawberry Mountain, OR",OSBORNE,9/20/1935,,
862,Substitute Pt,Willamette,"Lane, OR",6344,44.113105,121.896128,T17S_R7E_S9_WM,"Substitute Point, OR",MOE,9/9/1933,,
863,Sugar Loaf,Wenatchee,"Chelan, WA",5814,47.757095,120.527637,T26N_R18E_S13_WM,"Sugarloaf Peak, WA",R.R.S.,8/16/1934,,
864,Sugar Loaf Rk,Snoqualmie,"Pierce, WA",7789,46.81339,121.72126,T15N_R9E_S_WM,"Mount Rainier East, WA",_,8/8/1934,,
865,Sugarloaf,Malheur,"Grant, OR",5612,44.21482,118.927953,T16S_R32E_S6_WM,"Seneca, OR",_,8/22/1938,,
866,Sugarloaf Mtn,Malheur,"Harney, OR",6128,43.91569,119.239225,T19S_R29E_S21_WM,"West Myrtle Butte, OR",OSBORNE,10/18/1935,,
867,Sugarloaf Pk,Siskiyou,"Josephine, OR",4443,42.14585,123.345428,T39S_R5W_S30_WM,"Williams, OR",_,6/17/1937,,
868,Sulphur Bu,Mt. Baker,"Whatcom, WA",2268,48.67071,121.745886,T37N_R8E_S27_WM,"Welker Peak, WA",WERNSTEDT,9/11/1935,,
869,Summit,Umatilla,"Umatilla, OR",4794,45.47553,118.206776,T1S_R37E_S17_WM,"Drumhill Ridge, OR",ARNST,7/30/1935,,
870,Summit Bu,Deschutes,"Klamath, OR",4957,43.4441,121.351417,T24S_R11E_S36_WM,"Big Hole, OR",HUNTER,2/2/1934,,
871,Summit G.S.,Gifford Pinchot,"Okanogan, WA",3700,45.783205,122.163339,T4N_R5E_S35_WM,"Gumboot Mountain, WA",_,7/9/1937,,
872,Summit Pr,Gifford Pinchot,"Skamania, WA",5238,46.256525,121.726946,T9N_R9E_S20_WM,"East Canyon Ridge, WA",_,8/18/1937,,
873,Summit R.S.,Mt. Hood,"Clackamas, OR",3660,45.2842,121.7361,T3S_R8.5E_S25_WM,"Mount Hood South, OR",_,6/5/1930,,
874,Summit Spr,Wallowa,"Baker, OR",4389,45.691415,117.461358,T2N_R43E_S5_WM,"Jimtown, OR",_,9/6/1936,,
875,Summit Spr,Whitman,"Union, OR",6700,45.286745,117.685583,T3S_R41E_S21_WM,"Mount Fanny, OR",ARNST,9/5/1935,,
876,Sun Top,Snoqualmie,"Pierce, WA",5270,47.040995,121.596387,T18N_R10E_S18_WM,"Sun Top, WA",G.B.C.,8/14/1934,,
877,Sunrise Pk,Gifford Pinchot,"Skamania, WA",5892,46.33244,121.758778,T10N_R8E_S24_WM,"McCoy Peak, WA",_,1/1/1929,,
878,Surprise,Snoqualmie,"King, WA",6330,47.64672,121.144301,T25N_R13E_S21_WM,"Scenic, WA",R.L.C.,8/8/1934,,
879,Swakane Rg,Wenatchee,"Chelan, WA",5774,47.617875,120.408167,T25N_R19E_S36_WM,"Chumstick Mountain, WA",_,7/28/1936,,
880,Swastika Pk,Umpqua,"Lane, OR",4193,43.69214,122.603227,T22S_R2E_S5_WM,"Holland Point, OR",RITTENHOUSE,3/13/1934,,
881,Sweetgrass Bu,Chelan,"Okanogan, WA",6104,48.66893,120.304254,T37N_R20E_S35_WM,"Sweetgrass Butte, WA",J.D.B.,8/30/1934,,
882,Switchback,Gifford Pinchot,"Skamania, WA",3537,46.163905,121.83671,T8N_R8E_S20_WM,"Quartz Creek Butte, WA",CLISBY,10/19/1935,,
883,Sycan Bu,Fremont,"Lake, OR",6362,42.867805,121.017205,T31S_R14E_S23_WM,"Sycan Marsh East, OR",SNYDER,5/18/1934,,
884,Sycan Zx,Fremont,"Lake, OR",5008,42.783171,121.06731,T32S_R14E_S21_WM,"Paisley, OR",ARNST,5/20/1934,,
885,Table Mtn,Siuslaw,"Lincoln, OR",2820,44.475049,123.83632,T13S_R9W_S6_WM,"Hellion Rapids, OR",COOPER,4/3/1934,,
886,Table Mtn,Rogue River,"Jackson, OR",6113,42.1978,122.492204,T39S_R3E_S8_WM,"Hyatt Reservoir, OR",_,8/13/1936,,
887,Table Mtn,Umpqua,"Lane, OR",4178,43.6281,122.842778,T22S_R1W_S30_WM,"Culp Creek, OR",RITTENHOUSE,3/9/1934,,
888,Table Mtn,Malheur,"Baker, OR",7810,44.33386,118.316607,T14S_R36E_S20_WM,"Bullrun Rock, OR",OSBORNE,9/9/1935,,
889,Table Rk,Umatilla,"Columbia, WA",6250,46.03087,117.911855,T6N_R39E_S3_WM,"Deadman Peak, WA",ARNST,8/9/1935,,
890,Taft Mtn,Umpqua,"Douglas, OR",4731,43.23449,122.796341,T27S_R1W_S10_WM,"Taft Mountain, OR",RITTENHOUSE,3/17/1934,,
891,Talapus Mtn,Mt. Hood,"Multnomah, OR",3950,45.55923,121.971027,T1N_R7E_S20_WM,"Tanner Butte, OR",COOPER,6/25/1934,,
892,Tallowbox,Rogue River,"Jackson, OR",5023,42.196075,123.150985,T39S_R4W_S11_WM,"Tallowbox Mountain, OR",N.C.W.,3/11/1930,,
893,Tamarack Mtn,Umatilla,"Grant, OR",4980,44.87368,119.661256,T8S_R26E_S18_WM,"Kimberly, OR",ARNST,7/19/1935,,
894,Taneum Pt,Wenatchee,"Kittitas, WA",4020,47.121235,120.934973,T19N_R15E_S23_WM,"Cle Elum, WA",G.B.C.,8/22/1934,,
895,Tanner Bu,Mt. Hood,"Multnomah, OR",4500,45.56634,121.906957,T1N_R7E_S14_WM,"Tanner Butte, OR",_,6/17/1930,,
896,Tatoosh Rg,Gifford Pinchot,"Lewis, WA",6310,46.70595,121.664153,T14N_R9E_S15_WM,"Tatoosh Lakes, WA",J.D.R,7/23/1934,,
897,Teanaway Bu,Wenatchee,"Kittitas, WA",4780,47.331315,120.937162,T21N_R15E_S10_WM,"Teanaway Butte, WA",_,7/29/1936,,
898,Teanaway Middle,Wenatchee,"Kittitas, WA",3400,47.30297,120.951919,T21N_R15E_S22_WM,"Teanaway Butte, WA",A.A.,8/21/1934,,
899,Tennessee Mtn,Siskiyou,"Josephine, OR",3227,42.203405,123.704279,T39S_R9W_S1_WM,"Cave Junction, OR",RITTENHOUSE-ARNST,4/3/1934,,
900,Termination Pk,Gifford Pinchot,"Skamania, WA",3996,45.991945,121.962177,T6N_R7E_S20_WM,"Termination Point, WA",_,8/26/1937,,
901,Thorn Cr. Bu,Malheur,"Grant, OR",5034,44.283055,119.353946,T15S_R28E_S9_WM,"Big Weasel Springs, OR",OSBORNE,9/30/1935,,
902,Thorp Mtn,Wenatchee,"Kittitas, WA",5854,47.370605,121.208329,T22N_R13E_S27_WM,"Kachess Lake, WA",J.D.R.,8/21/1934,,
903,Thrapp Mtn,Chelan,"Okanogan, WA",4266,48.307965,119.891421,T32N_R23E_S1_WM,"Thrapp Mountain, WA",A.A.,9/1/1934,,
904,Three Brothers,Wenatchee,"Chelan, WA",7169,47.43062,120.759398,T22N_R17E_S6_WM,"Enchantment Lakes, WA",J.D.R.,10/7/1934,,
905,Three Corner Rk,Gifford Pinchot,"Skamania, WA",3550,45.73217,122.049202,T3N_R6E_S22_WM,"Beacon Rock, WA",COOPER,7/10/1934,,
906,Three Fingers,Mt. Baker,"Snohomish, WA",6854,48.1697,121.687237,T31N_R9E_S18_WM,"Whitehorse Mountain, WA",CLISBY,8/19/1935,,
907,Three Pyramids,Willamette,"Linn, OR",5940,44.505855,122.074831,T12S_R6E_S22_WM,"Coffin Mountain, OR",RITTENHOUSE,6/4/1934,,
908,Three Rivers R.S.,Siuslaw,"Tillamook, OR",77,45.22979,123.860283,T4S_R10W_S13_WM,"Hebo, OR",_,_,,
909,Three Tree Camp,Siskiyou,"Curry, OR",2810,42.274445,124.214451,T38S_R13W_S23_WM,"Collier Butte, OR",_,9/25/1936,,
910,Thunder Mtn,Mt. Hood,"Clackamas, OR",5185,44.991565,122.166482,T7S_R5E_S2_WM,"Bagby Hot Springs, OR",SARLIN,7/3/1934,,
911,Tid Bits,Willamette,"Linn, OR",5184,44.266945,122.321068,T15S_R4E_S10_WM,"Tidbits Mountain, OR",SARLIN,6/10/1934,,
912,Tiffany Mtn,Chelan,"Okanogan, WA",8242,48.669385,119.932299,T37N_R23E_S27_WM,"Tiffany Mountain, WA",G.B.C.,8/15/1934,,
913,Tilton W.F.,Snoqualmie,"Lewis, WA",1800,46.622394,122.260453,T13N_R4E_S2_WM,"Glenoma, WA",G.B.C.,7/14/1934,,
914,Timberline Lodge,Mt. Hood,"Clackamas, OR",5920,45.330785,121.711004,T3S_R9E_S6_WM,"Mount Hood South, OR",W.B.O.,7/1/1940,,
915,Timberwolf,Snoqualmie,"Yakima, WA",6391,46.76565,121.14512,T15N_R13E_S25_WM,"Timberwolf Mountain, WA",G.B.C.,7/17/1934,,
916,Tip Top,Umatilla,"Umatilla, OR",4574,45.44533,118.421762,T1S_R35E_S27_WM,"Meacham Lake, OR",ARNST,7/27/1935,,
917,Tip Top,Wenatchee,"Chelan, WA",4766,47.440005,120.608267,T23N_R18E_S32_WM,"Tiptop, WA",R.R.S.,6/8/1934,,
918,Tipsoo Bu,Willamette,"Lane, OR",5134,44.068615,122.190926,T17S_R5E_S22_WM,"Cougar Reservoir, OR",COOPER-SARLIN-ARNST,9/9/1933,,
919,Tire Mtn,Willamette,"Lane, OR",4330,43.835375,122.525686,T20S_R2E_S13_WM,"Westfir West, OR",COOPER,6/13/1934,,
920,Tolmie L.O.,Snoqualmie,"Pierce, WA",5940,46.957265,121.880517,T17N_R7E_S14_WM,"Golden Lakes, WA",G.B.C.,7/31/1934,,
921,Tom Dick,Mt. Hood,"Clackamas, OR",5066,45.289805,121.790876,T3S_R8E_S23_WM,"Government Camp, OR",RITTENHOUSE-SARLIN,10/26/1933,,
922,Tongue Mtn,Gifford Pinchot,"Lewis, WA",4838,46.41276,121.770705,T11N_R8E_S26_WM,"Tower Rock, WA",J.D.R.,7/20/1934,,
923,Tony Cr. G.S.,Mt. Hood,"Hood River, OR",4485,45.462305,121.70797,T1S_R9E_S20_WM,"Mount Hood North, OR",COOPER,11/10/1933,,
924,Tower Mtn,Umatilla,"Umatilla, OR",6850,45.05431,118.568838,T6S_R34E_S13_WM,"Tower Mountain, OR",ARNST,7/25/1935,,
925,Tower Pt,Ochoco,"Crook, OR",6086,44.05729,120.295639,T17S_R20E_S35_WM,"Drake Butte, OR",J.D.R.,10/15/1934,,
926,Trail G.S.,Rogue River,"Jackson, OR",1530,42.66675,122.830678,T33S_R1W_S28_WM,"Trail, OR",MOE-SARLIN,7/14/1933,,
927,Trails End,Gifford Pinchot,"Lewis, WA",5442,46.593105,121.841793,T13N_R8E_S20_WM,"Purcell Mountain, WA",J.D.R,7/22/1934,,
928,Trask Mtn,Tillamook Burn,"Yamhill, OR",3424,45.370935,123.455812,T2S_R6W_S29_WM,"Trask Mountain, OR",S.L.M.,7/31/1936,,
929,Triangulation Pk,Willamette,"Marion, OR",5434,44.717805,121.924276,T10S_R7E_S11_WM,"Mount Bruno, OR",COOPER,5/22/1934,,
930,Trinity,Whitman,"Baker, OR",7088,45.031475,117.091082,T6S_R46E_S21_WM,"Deadman Point, OR",ARNST,9/13/1935,,
931,Trout Cr. Bu,Deschutes,"Deschutes, OR",5506,44.241325,121.669421,T15S_R9E_S28_WM,"Trout Creek Butte, OR",RITTENHOUSE-ARNST,9/19/1933,,
932,Tumac,Gifford Pinchot,"Yakima, WA",6340,46.71187,121.3522,T14N_R12E_S8_WM,"Spiral Butte, WA",_,1/1/1929,,
933,Tunk Mtn,Colville,"Okanogan, WA",6054,48.545395,119.236291,T35N_R29E_S6_WM,"Tunk Mountain, WA",A.A.,9/15/1934,,
934,Twin Bu,Gifford Pinchot,"Skamania, WA",4716,46.11714,121.771079,T7N_R8E_S2_WM,"Lone Butte, WA",W.B.O.,8/12/1935,,
935,Twin Buttes,Willamette,"Linn, OR",5312,44.330405,122.252423,T14S_R5E_S19_WM,"Carpenter Mountain, OR",MOE-SARLIN,9/12/1933,,
936,Twin Lakes,Umpqua,"Douglas, OR",5879,43.221055,122.598982,T27S_R2E_S17_WM,"Twin Lakes Mountain, OR",COOPER-SARLIN,8/16/1933,,
937,Twin Lakes Blf,Umpqua,"Douglas, OR",5580,43.22557,122.594314,T27S_R2E_S9_WM,"Twin Lakes Mountain, OR",_,7/12/1938,,
938,Twin Pines,Mt. Hood,"Hood River, OR",2882,45.57923,121.479572,T1N_R11E_S8_WM,"Ketchum Reservoir, OR",SARLIN,11/10/1933,,
939,Twin Rk,Umpqua,"Lane, OR",4720,43.53922,122.690366,T23S_R1E_S28_WM,"Fairview Peak, OR",RITTENHOUSE,3/7/1934,,
940,Tyee Mtn,Wenatchee,"Chelan, WA",6654,47.864089,120.471377,T27N_R19E_S5_WM,"Tyee Mountain, WA",R.R.S.,9/20/1934,,
941,Umpqua Hot Spr,Umpqua,"Douglas, OR",2650,43.29611,122.367358,T26S_R4E_S20_WM,"Potter Mountain, OR",COOPER-MOE,8/2/1933,,
942,Union Pk,Rogue River,"Klamath, OR",7698,42.830725,122.222868,T31S_R5E_S_WM,"Union Peak, OR",BIRCHALL,7/27/1933,,
943,Unity Tower,Whitman,"Baker, OR",4034,44.43668,118.182808,T13S_R37E_S16_WM,"Unity, OR",ARNST,10/12/1935,,
944,Vanson Pk,Gifford Pinchot,"Lewis, WA",4948,46.409895,122.151257,T11N_R5E_S26_WM,"Vanson Peak, WA",_,1/1/1929,,
945,Verlot Pt,Mt. Baker,"Snohomish, WA",4450,48.118721,121.722073,T30N_R8E_S1_WM,"Verlot, WA",CLISBY,8/21/1935,,
946,Vie Mtn,Chelan,"Chelan, WA",7380,48.1394,120.425503,T31N_R19E_S35_WM,"Prince Creek, WA",J.D.R.,10/3/1934,,
947,View Pt,Ochoco,"Crook, OR",6181,44.494655,120.453588,T12S_R19E_S28_WM,"Whistler Point, OR",_,8/23/1936,,
948,Vinegar Hill,Whitman,"Grant, OR",8131,44.71363,118.561393,T10S_R34E_S12_WM,"Vinegar Hill, OR",ARNST,10/17/1935,,
949,Vulcan Mtn,Colville,"Ferry, WA",5210,48.9606,118.683694,T40N_R33E_S18_WM,"Vulcan Mountain, WA",A.A.,9/29/1934,,
950,Vulcan Pk,Siskiyou,"Curry, OR",4655,42.180775,123.984993,T39S_R11W_S15_WM,"Chetco Peak, OR",_,6/26/1937,,
951,Wagner,Rogue River,"Jackson, OR",7300,42.127554,122.772144,T39S_R1W_S36_WM,"Siskiyou Peak, OR",N.C.W.,4/11/1930,,
952,Waldo Mtn,Willamette,"Lane, OR",6357,43.76503,122.098672,T21S_R5.5E_S11_WM,"Waldo Mountain, OR",BIRCHALL-RITTENHOUSE,9/4/1933,,
953,Walker Mtn,Olympic,"Jefferson, WA",2804,47.788775,122.906662,T27N_R2W_S35_WM,"Mount Walker, WA",SARLIN,6/18/1935,,
954,Walker Mtn,Deschutes,"Klamath, OR",7083,43.30533,121.716789,T26S_R8E_S24_WM,"Walker Mountain, OR",HUNTER,2/10/1934,,
955,Walker Mtn So,Olympic,"Jefferson, WA",2750,47.784305,122.900611,T27N_R2W_S35_WM,"Mount Walker, WA",SARLIN,6/18/1935,,
956,Walker Prairie,Mt. Hood,"Multnomah, OR",2650,45.483409,122.129127,T1S_R5E_S13_WM,"Bull Run, OR",SNYDER-RUST,2/17/1934,,
957,Wanoga Bu,Deschutes,"Deschutes, OR",5697,43.913855,121.55545,T19S_R10E_S20_WM,"Wanoga Butte, OR",MOE,6/29/1933,,
958,War Cr. Rg,Chelan,"Okanogan, WA",6100,48.36757,120.458366,T33N_R19E_S10_WM,"Sun Mountain, WA",G.B.C.,9/21/1934,,
959,Wasco,Mt. Hood,"Wasco, OR",2345,45.61663,121.335215,T2N_R12E_S32_WM,"Brown Creek, OR",_,8/10/1936,,
960,Washington,Chelan,"Okanogan, WA",4390,47.976445,120.03308,T29N_R22E_S26_WM,"Cooper Ridge, WA",_,7/15/1938,,
961,Watch Mtn,Gifford Pinchot,"Lewis, WA",4650,46.570305,121.9473,T13N_R7E_S33_WM,"Randle, WA",_,8/20/1936,,
962,Watchman,Rogue River,"Klamath, OR",8025,42.942575,122.171898,T30S_R5E_S_WM,"Crater Lake West, OR",ARNST-PARTY,7/23/1933,,
963,Watson Bu,Umpqua,"Douglas, OR",5687,43.29199,122.274275,T26S_R5E_S19_WM,"Potter Mountain, OR",MOE-COOPER,8/5/1933,,
964,Wauna Pt,Mt. Hood,"Multnomah, OR",900,45.636805,121.927693,T2N_R7E_S22_WM,"Bonneville Dam, OR",COOPER-CLISBY,6/18/1936,,
965,Webb,Olympic,"Jefferson, WA",2775,47.61654,123.023801,T25N_R3W_S35_WM,"Eldon, WA",CLISBY,6/11/1935,,
